Time,HumanVelocity,RobotVelocity,InteractionForce
1.017,-0.0533816897587606,-0.0502443181797694,0.000420444150624553
1.018,-0.0565185344820244,-0.0533816897587606,0.000469546161761298
1.019,-0.0596548213901709,-0.0565185344820244,0.000518646786459075
1.02,-0.0627905195293133,-0.0596548213901709,0.000567745532960983
1.021,-0.0659255979513781,-0.0627905195293133,0.0006168419094862
1.022,-0.0690600257144058,-0.0659255979513781,0.000665935424248017
1.023,-0.0721937718828609,-0.0690600257144058,0.000715025585445474
1.024,-0.0753268055279328,-0.0721937718828609,0.000764111901274388
1.025,-0.0784590957278444,-0.0753268055279328,0.000813193879935967
1.026,-0.0815906115681577,-0.0784590957278444,0.000862271029635217
1.027,-0.0847213221420729,-0.0815906115681577,0.000911342858585605
1.028,-0.0878511965507429,-0.0847213221420729,0.000960408875024289
1.029,-0.0909802039035695,-0.0878511965507429,0.00100946858720336
1.03,-0.0941083133185141,-0.0909802039035695,0.00105852150340663
1.031,-0.0972354939223989,-0.0941083133185141,0.00110756713194481
1.032,-0.100361714851215,-0.0972354939223989,0.00115660498117031
1.033,-0.103486945250422,-0.100361714851215,0.00120563455947281
1.034,-0.10661115427526,-0.103486945250422,0.00125465537529341
1.035,-0.109734311091045,-0.10661115427526,0.0013036669371209
1.036,-0.112856384873482,-0.109734311091045,0.00135266875350379
1.037,-0.115977344808961,-0.112856384873482,0.00140166033304943
1.038,-0.11909716009487,-0.115977344808961,0.00145064118443953
1.039,-0.122215799939889,-0.11909716009487,0.00149961081641734
1.04,-0.125333233564304,-0.122215799939889,0.00154856873781162
1.041,-0.128449430200303,-0.125333233564304,0.00159751445753013
1.042,-0.131564359092283,-0.128449430200303,0.00164644748456886
1.043,-0.134677989497152,-0.131564359092283,0.00169536732801259
1.044,-0.137790290684638,-0.134677989497152,0.00174427349705155
1.045,-0.140901231937582,-0.137790290684638,0.00179316550096587
1.046,-0.144010782552252,-0.140901231937582,0.00184204284915884
1.047,-0.147118911838637,-0.144010782552252,0.00189090505112941
1.048,-0.150225589120757,-0.147118911838637,0.00193975161650876
1.049,-0.15333078373696,-0.150225589120757,0.00198858205504027
1.05,-0.156434465040231,-0.15333078373696,0.00203739587660139
1.051,-0.159536602398486,-0.156434465040231,0.00208619259119872
1.052,-0.162637165194884,-0.159536602398486,0.00213497170897667
1.053,-0.165736122828119,-0.162637165194884,0.00218373274022345
1.054,-0.168833444712734,-0.165736122828119,0.00223247519537692
1.055,-0.171929100279409,-0.168833444712734,0.00228119858502291
1.056,-0.175023058975276,-0.171929100279409,0.00232990241991022
1.057,-0.17811529026421,-0.175023058975276,0.00237858621094539
1.058,-0.181205763627137,-0.17811529026421,0.00242724946920769
1.059,-0.184294448562333,-0.181205763627137,0.00247589170594676
1.06,-0.187381314585725,-0.184294448562333,0.00252451243259054
