Time,HumanVelocity,RobotVelocity,InteractionForce
0,0,0,0
0.001,0.00314158748587956,0.00235649706032363,1.1777771718766
0.002,0.00628314396555895,0.004713214595959,1.17753369235751
0.003,0.00942463843314401,0.00707012941298485,1.17727845265742
0.004,0.0125660398833526,0.00942721831227162,1.17701145851612
0.005,0.0157073173118207,0.0117844580897098,1.17673271579218
0.006,0.0188484397154082,0.0141418255364383,1.17644223046291
0.007,0.0219893760925051,0.0164992974390731,1.17614000862418
0.008,0.0251300954433375,0.018856850579936,1.17582605649037
0.009,0.0282705667702733,0.021214461737283,1.17550038039426
0.01,0.0314107590781283,0.0235721076855336,1.17516298678688
0.011,0.0345506413744723,0.0259297651954992,1.17481388223747
0.012,0.0376901826699345,0.0282874110346124,1.17445307343331
0.013,0.04082935197851,0.0306450219671561,1.17408056717964
0.014,0.0439681183178649,0.0330025747544921,1.17369637039954
0.015,0.0471064507096427,0.0353600461552913,1.17330049013383
0.016,0.0502443181797696,0.0377174129257618,1.17289293354095
0.017,0.0533816897587605,0.0400746518198791,1.17247370789683
0.018,0.0565185344820245,0.0424317395896153,1.17204282059479
0.019,0.0596548213901707,0.0447886529851684,1.17160027914542
0.02,0.0627905195293134,0.047145368755192,1.17114609117645
0.021,0.0659255979513779,0.0495018636470247,1.17068026443266
0.022,0.0690600257144058,0.0518581144069201,1.17020280677572
0.023,0.0721937718828606,0.0542140977802763,1.1697137261841
0.024,0.0753268055279327,0.0565697905118656,1.16921303075292
0.025,0.0784590957278449,0.0589251693460644,1.16870072869386
0.026,0.0815906115681576,0.0612802110270832,1.16817682833498
0.027,0.0847213221420734,0.0636348922991962,1.16764133812065
0.028,0.0878511965507432,0.0659891899069715,1.1670942666114
0.029,0.0909802039035699,0.068343080595501,1.16653562248377
0.03,0.0941083133185143,0.0706965411106307,1.16596541453021
0.031,0.0972354939223993,0.0730495481991902,1.16538365165894
0.032,0.100361714851215,0.0754020786092233,1.16479034289379
0.033,0.103486945250423,0.0777541090902181,1.16418549737412
0.034,0.10661115427526,0.0801056163933368,1.16356912435463
0.035,0.109734311091045,0.0824565772716464,1.16294123320526
0.036,0.112856384873482,0.0848069684803486,1.16230183341102
0.037,0.115977344808961,0.0871567667770102,1.1616509345719
0.038,0.11909716009487,0.0895059489217931,1.16098854640267
0.039,0.122215799939889,0.0918544916776851,1.1603146787328
0.04,0.125333233564304,0.0942023718107296,1.15962934150626
0.041,0.128449430200303,0.0965495660902565,1.15893254478141
0.042,0.131564359092283,0.0988960512891121,1.15822429873085
0.043,0.134677989497153,0.10124180418389,1.15750461364129
0.044,0.137790290684638,0.103586801555159,1.15677349991336
0.045,0.140901231937583,0.1059310201877,1.1560309680615
0.046,0.144010782552252,0.108274436870727,1.1552770287138
0.047,0.147118911838637,0.110617028398124,1.15451169261184
0.048,0.150225589120757,0.112958771568676,1.15373497061055
0.049,0.153330783736961,0.115299643186293,1.15294687367806
0.05,0.156434465040231,0.117639620060248,1.15214741289554
0.051,0.159536602398486,0.119978679005401,1.15133659945702
0.052,0.162637165194884,0.122316796842435,1.1505144446693
0.053,0.16573612282812,0.124653950398079,1.14968095995171
0.054,0.168833444712734,0.126990116505347,1.14883615683602
0.055,0.17192910027941,0.129325272003761,1.14798004696625
0.056,0.175023058975276,0.131659393739586,1.1471126420985
0.057,0.17811529026421,0.133992458566058,1.14623395410081
0.058,0.181205763627137,0.136324443343614,1.14534399495299
0.059,0.184294448562333,0.138655324940123,1.14444277674644
0.06,0.187381314585725,0.140985080231116,1.14353031168401
0.061,0.19046633123119,0.143313686100018,1.14260661207983
0.062,0.19354946805086,0.145641119438372,1.14167169035912
0.063,0.19663069461542,0.147967357146077,1.14072555905804
0.064,0.199709980514407,0.150292376131613,1.13976823082352
0.065,0.202787295356512,0.152616153312273,1.13879971841307
0.066,0.205862608769881,0.15493866561439,1.13782003469466
0.067,0.208935890402412,0.157259889973571,1.13682919264647
0.068,0.212007109922055,0.159579803334925,1.13582720535678
0.069,0.215076237017113,0.161898382653292,1.13481408602377
0.07,0.218143241396543,0.164215604893473,1.13378984795533
0.071,0.221208092790247,0.166531447030461,1.13275450456893
0.072,0.224270760949381,0.168845886049669,1.13170806939137
0.073,0.227331215646646,0.171158898947162,1.13065055605868
0.074,0.230389426676591,0.173470462729882,1.12958197831586
0.075,0.233445363855905,0.175780554415882,1.12850235001676
0.076,0.236498997023725,0.178089151034553,1.12741168512387
0.077,0.239550296041922,0.180396229626856,1.12630999770815
0.078,0.242599230795407,0.182701767245546,1.12519730194883
0.079,0.245645771192426,0.185005740955405,1.12407361213321
0.08,0.248689887164855,0.187308127833474,1.12293894265653
0.081,0.251731548668497,0.189608904969272,1.12179330802172
0.082,0.254770725683382,0.191908049465038,1.12063672283923
0.083,0.25780738821406,0.194205538435948,1.11946920182687
0.084,0.260841506289897,0.196501349010353,1.11829075980957
0.085,0.263873049965373,0.198795458329999,1.11710141171923
0.086,0.266901989320376,0.201087843550265,1.11590117259449
0.087,0.269928294460496,0.203378481840384,1.11469005758056
0.088,0.272951935517325,0.205667350383675,1.11346808192904
0.089,0.275972882648746,0.207954426377769,1.11223526099766
0.09,0.278991106039229,0.21023968703484,1.11099161025015
0.091,0.282006575900129,0.212523109581832,1.10973714525601
0.092,0.285019262469976,0.214804671260686,1.10847188169032
0.093,0.288029136014769,0.217084349328567,1.10719583533352
0.094,0.291036166828272,0.219362121058098,1.10590902207124
0.095,0.294040325232304,0.221637963737577,1.10461145789407
0.096,0.297041581577035,0.223911854671216,1.10330315889735
